chr	start	end	size	ARtal 	enhid
3	39880886	39881571	686	81	103
7	89860521	89861175	655	81	104
1	192830802	192831524	723	80	105
11	35083062	35083726	665	80	106
15	45431793	45432428	636	80	107
15	99332064	99332751	688	80	108
17	57946679	57947376	698	80	109
17	80071729	80072384	656	80	110
2	5251693	5252363	671	80	111
2	224084893	224085519	627	80	112
14	100433047	100433709	663	80	113
5	119388745	119389494	750	80	114
21	44151430	44152201	772	80	115
6	27074152	27074810	659	80	116
8	102507342	102507996	655	80	117
8	119800996	119801609	614	80	118
4	20640884	20641517	634	80	119
9	99366005	99366661	657	80	120
4	154190635	154191291	657	80	121
5	40306984	40307647	664	80	122
5	114512044	114512831	788	80	123
6	139806711	139807389	679	80	124
X	43566933	43567639	707	80	125
2	194339561	194340267	707	80	126
3	59591459	59592172	714	80	127
5	95325218	95325897	680	80	128
6	35690108	35690752	645	80	129
9	73095510	73096211	702	80	130
1	37964668	37965329	662	79	131
1	77625920	77626563	644	79	132
1	184047896	184048550	655	79	133
1	185503845	185504502	658	79	134
12	28431314	28431969	656	79	135
13	89600687	89601326	640	79	136
13	95687835	95688476	642	79	137
14	36398302	36398926	625	79	138
16	6679038	6679686	649	79	139
16	72711626	72712302	677	79	140
19	52486366	52487264	899	79	141
2	100615343	100615999	657	79	142
2	101696419	101697269	851	79	143
2	148245331	148245953	623	79	144
2	234861893	234862519	627	79	145
3	148342886	148343578	693	79	146
4	8353485	8354150	666	79	147
4	92761441	92762111	671	79	148
5	14588945	14589681	737	79	149
5	14721995	14722644	650	79	150
9	92279705	92280335	631	79	151
7	51674321	51674975	655	79	152
1	145246172	145246709	538	79	153
12	95283214	95283909	696	79	154
18	39958698	39959445	748	79	155
3	104329902	104330575	674	79	156
4	129581318	129581955	638	79	157
6	138580089	138580721	633	79	158
7	90335474	90336124	651	79	159
8	61812321	61812934	614	79	160
9	24381213	24382036	824	79	161
9	35258555	35259162	608	79	162
12	22302106	22302734	629	79	163
21	17452191	17452923	733	79	164
1	62106195	62106902	708	78	165
11	48077207	48077904	698	78	166
11	62355156	62355802	647	78	167
11	76512746	76513354	609	78	168
16	72222206	72222894	689	78	169
19	13102011	13102674	664	78	170
19	39953814	39954565	752	78	171
2	35839611	35840255	645	78	172
2	108836419	108837071	653	78	173
3	194591699	194592449	751	78	174
4	149613211	149613855	645	78	175
5	14716845	14717634	790	78	176
5	55217257	55217973	717	78	177
7	82896273	82896931	659	78	178
8	38883109	38883739	631	78	179
9	114205613	114206313	701	78	180
12	115093714	115094477	764	78	181
15	33322448	33323114	667	78	182
3	104317895	104318536	642	78	183
4	173959500	173960190	691	78	184
6	138552543	138553239	697	78	185
11	65956667	65957306	640	78	186
16	22223199	22223877	679	78	187
18	37368344	37368945	602	78	188
2	189438044	189438714	671	78	189
2	207687749	207688419	671	78	190
6	22521116	22521754	639	78	191
8	27139880	27140482	603	78	192
1	36697901	36698552	652	77	193
1	49798500	49799147	648	77	194
1	96354552	96355229	678	77	195
10	80489500	80490162	663	77	196
14	53012249	53012849	601	77	197
15	52945654	52946338	685	77	198
17	66292947	66293625	679	77	199
2	144975317	144975992	676	77	200
2	227033436	227034099	664	77	201
20	45962659	45963412	754	77	202
3	169023319	169024023	705	77	203
4	6860636	6861284	649	77	204
5	16547430	16548057	628	77	205
5	167780173	167780931	759	77	206
6	142671393	142672011	619	77	207
7	105857471	105858149	679	77	208
9	93317655	93318311	657	77	209
9	112063263	112063896	634	77	210
X	53100690	53101361	672	77	211
11	114030658	114031258	601	77	212
12	97962364	97962972	609	77	213
11	82850276	82850952	677	77	214
12	47186625	47187264	640	77	215
14	35848387	35849004	618	77	216
15	83588034	83588738	705	77	217
2	169134867	169135564	698	77	218
6	49632393	49633006	614	77	219
8	134339032	134339695	664	77	220
2	74104528	74105219	692	77	221
3	37123683	37124299	617	77	222
7	52849870	52850481	612	77	223
1	69010293	69010908	616	76	224
1	34125272	34126345	1074	76	225
1	217075929	217076651	723	76	226
13	24776220	24776851	632	76	227
18	74974537	74975501	965	76	228
2	195886717	195887344	628	76	229
3	140947165	140947801	637	76	230
4	47854034	47854600	567	76	231
4	96257850	96258567	718	76	232
5	75843244	75843880	637	76	233
6	35699461	35700267	807	76	234
7	96423420	96424342	923	76	235
8	41867575	41868296	722	76	236
8	82035443	82036089	647	76	237
8	135898645	135899259	615	76	238
9	14179283	14179978	696	76	239
9	84429213	84430016	804	76	240
1	49812396	49813022	627	76	241
11	70824006	70824667	662	76	242
13	44792657	44793487	831	76	243
15	64364723	64365456	734	76	244
15	96222934	96223622	689	76	245
17	198287	198902	616	76	246
21	36696435	36697073	639	76	247
4	26143400	26144015	616	76	248
7	31010120	31010723	604	76	249
7	125124720	125125374	655	76	250
10	1362890	1363523	634	76	251
13	76041027	76041676	650	76	252
13	106468794	106469665	872	76	253
14	74127137	74127759	623	76	254
2	239152569	239153314	746	76	255
4	10531750	10532415	666	76	256
4	102132300	102133025	726	76	257
7	107426325	107426931	607	76	258
3	51686075	51686672	598	76	259
7	38280619	38281373	755	76	260
1	9061995	9062768	774	75	261
12	16588929	16589601	673	75	262
12	93905464	93906059	596	75	263
14	51230045	51230707	663	75	264
14	85823294	85823973	680	75	265
14	88883849	88884487	639	75	266
14	107254252	107254945	694	75	267
15	33115921	33116514	594	75	268
17	53808047	53808678	632	75	269
18	6745894	6746571	678	75	270
19	5620990	5621738	749	75	271
2	7171767	7172443	677	75	272
2	43103343	43104019	677	75	273
2	44329843	44330524	682	75	274
2	56037638	56038264	627	75	275
2	102736774	102737543	770	75	276
2	195902824	195903411	588	75	277
20	12011000	12011655	656	75	278
20	39097305	39098050	746	75	279
22	26024351	26024979	629	75	280
22	47688084	47688802	719	75	281
3	24175004	24175847	844	75	282
3	59526972	59527650	679	75	283
3	117328867	117329484	618	75	284
3	183483100	183483699	600	75	285
3	187457103	187457862	760	75	286
4	87508255	87509015	761	75	287
4	100939015	100939657	643	75	288
4	129765834	129766500	667	75	289
4	142075104	142075804	701	75	290
5	123991531	123992181	651	75	291
5	150849288	150850034	747	75	292
6	11288129	11288821	693	75	293
7	81120725	81121422	698	75	294
8	68722789	68723446	658	75	295
9	112951203	112951813	611	75	296
14	60435757	60436505	749	75	297
2	67743196	67743879	684	75	298
2	237733319	237733993	675	75	299
9	110588062	110588713	652	75	300
1	117018868	117019479	612	75	301
12	121737746	121738419	674	75	302
15	40682034	40682743	710	75	303
4	164030950	164031553	604	75	304
6	134951402	134952089	688	75	305
7	113054549	113055181	633	75	306
4	185714100	185714833	734	75	307
6	57838206	57838936	731	75	308
1	79332522	79333208	687	74	309
1	184591251	184591922	672	74	310
10	112896773	112897512	740	74	311
12	20853793	20854515	723	74	312
12	46543609	46544261	653	74	313
12	64993870	64994561	692	74	314
12	80425368	80426125	758	74	315
13	45423341	45424077	737	74	316
13	111489785	111490716	932	74	317
16	77392850	77393454	605	74	318
17	49665344	49665974	631	74	319
19	18487681	18488325	645	74	320
2	183959413	183960094	682	74	321
20	53601480	53602105	626	74	322
21	42897937	42898936	1000	74	323
3	37335083	37335722	640	74	324
3	102296086	102296723	638	74	325
3	131986286	131986945	660	74	326
3	152103453	152104171	719	74	327
3	175202386	175203004	619	74	328
4	38622655	38623955	1301	74	329
4	143834091	143834705	615	74	330
6	24734277	24734906	630	74	331
9	71962410	71963063	654	74	332
9	76194760	76195463	704	74	333
9	135099785	135100478	694	74	334
15	27643623	27644308	686	74	335
15	69886751	69887427	677	74	336
15	84599418	84600058	641	74	337
17	80110279	80110966	688	74	338
2	221063383	221064079	697	74	339
5	148221034	148221695	662	74	340
1	100951295	100952029	735	74	341
11	80493552	80494158	607	74	342
19	51353866	51354516	651	74	343
4	95601200	95602060	861	74	344
5	16776557	16777145	589	74	345
6	36317027	36317721	695	74	346
2	223660718	223661879	1162	74	347
3	186689172	186689883	712	74	348
1	33232696	33233447	752	73	349
1	156186229	156186679	451	73	350
1	8472345	8473054	710	73	351
1	184391929	184392529	601	73	352
1	224464647	224465500	854	73	353
10	63697040	63697718	679	73	354
11	111176039	111176806	768	73	355
12	46839120	46839819	700	73	356
12	80713838	80714450	613	73	357
12	115762751	115763422	672	73	358
12	116267749	116268420	672	73	359
14	29418699	29419259	561	73	360
14	63267199	63267842	644	73	361
16	77448599	77449232	634	73	362
17	78042225	78042944	720	73	363
17	80091863	80092497	635	73	364
18	50760908	50761554	647	73	365
19	6350559	6351193	635	73	366
3	104859686	104860367	682	73	367
3	170585219	170585867	649	73	368
4	1205484	1206104	621	73	369
5	17077781	17078436	656	73	370
5	122733080	122733745	666	73	371
5	147521131	147521744	614	73	372
6	146289779	146290440	662	73	373
8	90731893	90732593	701	73	374
8	102435759	102436684	926	73	375
8	108429896	108430498	603	73	376
1	205672072	205672702	631	73	377
17	74170073	74170694	622	73	378
4	98378291	98378931	641	73	379
7	130969371	130970023	653	73	380
X	11482327	11483077	751	73	381
12	103766777	103767457	681	73	382
11	26868754	26869452	699	73	383
12	92112001	92112654	654	73	384
16	16134867	16135609	743	73	385
19	51392811	51393543	733	73	386
2	1690504	1691187	684	73	387
7	89856523	89857227	705	73	388
14	90038836	90040017	1182	73	389
8	49561632	49562382	751	73	390
9	14027063	14027815	753	73	391
X	2596537	2597183	647	73	392
X	108297487	108297939	453	73	393
10	45558904	45559562	659	72	394
14	98770840	98771457	618	72	395
16	54543126	54543769	644	72	396
16	54679199	54679952	754	72	397
16	67495586	67496367	782	72	398
17	71071829	71072478	650	72	399
17	71423213	71423930	718	72	400
18	8079994	8080594	601	72	401
2	13120383	13120993	611	72	402
2	192796838	192797529	692	72	403
2	216700131	216700863	733	72	404
20	32840346	32841082	737	72	405
6	75463477	75464152	676	72	406
8	522675	523325	651	72	407
9	87513011	87513613	603	72	408
X	69168179	69168827	649	72	409
10	14613910	14614572	663	72	410
16	78506689	78507388	700	72	411
19	3336593	3337364	772	72	412
2	180438793	180439469	677	72	413
3	58135823	58136562	740	72	414
9	23598905	23599528	624	72	415
10	61751290	61752011	722	72	416
10	76720256	76720871	616	72	417
12	102736254	102736870	617	72	418
13	43498317	43498940	624	72	419
2	69901293	69901959	667	72	420
3	190427321	190427959	639	72	421
4	152074650	152075303	654	72	422
7	144087499	144088175	677	72	423
1	86000172	86000779	608	71	424
1	108325072	108325679	608	71	425
10	120012852	120013472	621	71	426
11	20532303	20532920	618	71	427
11	111008508	111009156	649	71	428
15	63191084	63191755	672	71	429
15	63357951	63358572	622	71	430
18	56722010	56722660	651	71	431
2	15424564	15425229	666	71	432
2	24762793	24763419	627	71	433
2	40340963	40341629	667	71	434
2	162940999	162941576	578	71	435
2	177349431	177350044	614	71	436
2	179774219	179775032	814	71	437
2	181232607	181233369	763	71	438
20	32851782	32852462	681	71	439
20	52256197	52256855	659	71	440
22	19594778	19595547	770	71	441
3	30559636	30560300	665	71	442
3	195748469	195749147	679	71	443
4	102177315	102177992	678	71	444
4	159717484	159718104	621	71	445
4	186271286	186271904	619	71	446
6	51567636	51568202	567	71	447
6	116380629	116381286	658	71	448
6	134341181	134341865	685	71	449
6	161375143	161375790	648	71	450
7	13938825	13939521	697	71	451
7	87932672	87933323	652	71	452
7	99424775	99425421	647	71	453
7	131785170	131785775	606	71	454
8	30533080	30533696	617	71	455
8	75089725	75090409	685	71	456
8	81657896	81658546	651	71	457
9	112003360	112004029	670	71	458
X	12106294	12107018	725	71	459
10	79065325	79066022	698	71	460
8	71863509	71864096	588	71	461
14	35872904	35873542	639	71	462
1	9613658	9614320	663	71	463
3	14337200	14337823	624	71	464
3	74692672	74693321	650	71	465
7	34237920	34238570	651	71	466
8	85742559	85743198	640	71	467
17	31149479	31149970	492	71	468
19	48564530	48565231	702	71	469
9	106028213	106028912	700	71	470
1	121288676	121289648	973	70	471
1	95835752	95836451	700	70	472
10	34188422	34189070	649	70	473
10	105711456	105712172	717	70	474
10	114121919	114122649	731	70	475
11	94578745	94579384	640	70	476
11	129513014	129513595	582	70	477
12	110119870	110120691	822	70	478
13	33558817	33559501	685	70	479
14	82853954	82854611	658	70	480
15	86558233	86558864	632	70	481
16	20715485	20716126	642	70	482
17	41136329	41136976	648	70	483
18	39331172	39331839	668	70	484
18	64542170	64542811	642	70	485
19	8439010	8439665	656	70	486
19	57873759	57874438	680	70	487
2	212273111	212273744	634	70	488
22	43016721	43017528	808	70	489
22	45586249	45586943	695	70	490
3	9183925	9184565	641	70	491
3	14270284	14271033	750	70	492
3	72355917	72356573	657	70	493
3	114508415	114509069	655	70	494
3	122471250	122471958	709	70	495
4	83169550	83170150	601	70	496
5	114037945	114038934	990	70	497
6	105774027	105775002	976	70	498
6	106879121	106879752	632	70	499
6	111251907	111252598	692	70	500
6	168151571	168152254	684	70	501
7	2900171	2900825	655	70	502
7	3559675	3560324	650	70	503
7	6068124	6068779	656	70	504
7	26452931	26453573	643	70	505
7	73613621	73614226	606	70	506
7	142941321	142941974	654	70	507
8	102516732	102517421	690	70	508
9	86601536	86602255	720	70	509
10	77532152	77532772	621	70	510
13	110667123	110667877	755	70	511
17	76110920	76111566	647	70	512
18	56217022	56217670	649	70	513
20	40278985	40279741	757	70	514
3	39182875	39183723	849	70	515
3	101956945	101957599	655	70	516
6	51877769	51878436	668	70	517
9	81124833	81125613	781	70	518
9	84202555	84203486	932	70	519
1	2342100	2342852	753	70	520
11	35929469	35930112	644	70	521
11	131285534	131286162	629	70	522
13	91893374	91894040	667	70	523
2	11679428	11680096	669	70	524
7	24021271	24022021	751	70	525
2	108851849	108852524	676	70	526
4	155963040	155963768	729	70	527
5	95642034	95642738	705	70	528
5	117866873	117867507	635	70	529
1	247677722	247678400	679	69	530
1	31731301	31731952	652	69	531
1	67170598	67171309	712	69	532
10	6297310	6297951	642	69	533
10	24158473	24159114	642	69	534
11	125762796	125763412	617	69	535
12	21503864	21504438	575	69	536
12	94097851	94098466	616	69	537
13	75553149	75554326	1178	69	538
14	29345528	29346159	632	69	539
17	70424479	70425306	828	69	540
2	85185492	85186170	679	69	541
2	233184619	233185382	764	69	542
20	56332667	56333419	753	69	543
21	16808234	16808911	678	69	544
21	40125230	40125880	651	69	545
22	29913328	29914129	802	69	546
3	178234649	178235250	602	69	547
3	187924534	187925150	617	69	548
4	16045686	16046300	615	69	549
4	57594600	57595200	601	69	550
4	77447454	77448201	748	69	551
4	95607150	95607753	604	69	552
4	188130910	188131655	746	69	553
5	136527973	136528757	785	69	554
6	105749993	105750606	614	69	555
6	110975243	110975921	679	69	556
6	144618902	144619554	653	69	557
7	73163920	73164724	805	69	558
7	77421321	77421920	600	69	559
7	90346881	90347575	695	69	560
7	103127775	103128373	599	69	561
7	137781121	137781681	561	69	562
7	142998220	142998921	702	69	563
8	29235221	29235862	642	69	564
8	48540039	48540727	689	69	565
9	36099560	36100286	727	69	566
11	37229554	37230145	592	69	567
2	220636711	220637309	599	69	568
3	174058671	174059251	581	69	569
8	102450482	102451109	628	69	570
16	14512538	14513177	640	69	571
11	15690108	15690726	619	69	572
11	134367356	134368002	647	69	573
13	63295936	63296637	702	69	574
18	55952894	55953494	601	69	575
5	117216480	117217173	694	69	576
6	138665265	138665902	638	69	577
18	21795450	21796272	823	69	578
2	56066149	56066819	671	69	579
3	73500196	73500949	754	69	580
3	109572145	109572708	564	69	581
4	100151283	100151865	583	69	582
9	92282613	92283287	675	69	583
1	198806509	198807202	694	68	584
10	36462101	36462739	639	68	585
10	45170477	45171169	693	68	586
1	24310748	24311479	732	68	587
1	165038979	165039579	601	68	588
1	168662422	168663029	608	68	589
1	181328098	181328729	632	68	590
10	45168939	45169512	574	68	591
10	47101217	47101922	706	68	592
12	54849801	54850422	622	68	593
12	102002111	102002875	765	68	594
12	118240720	118241322	603	68	595
15	34233842	34234455	614	68	596
15	61206093	61206914	822	68	597
15	75785984	75786655	672	68	598
16	66970998	66971649	652	68	599
18	39408043	39408672	630	68	600
2	13643369	13643993	625	68	601
2	139651243	139651844	602	68	602
2	217485917	217486561	645	68	603
2	226705943	226706602	660	68	604
2	234651293	234651917	625	68	605
22	28331849	28332452	604	68	606
3	42603895	42604550	656	68	607
3	81603417	81604050	634	68	608
3	148994995	148995728	734	68	609
4	42134937	42135550	614	68	610
4	96512300	96513023	724	68	611
4	159934834	159935405	572	68	612
5	14523631	14524323	693	68	613
5	14983600	14984281	682	68	614
5	148398580	148399257	678	68	615
5	148993331	148994088	758	68	616
6	147500879	147501593	715	68	617
6	160796089	160796804	716	68	618
8	19624743	19625526	784	68	619
8	86224996	86225593	598	68	620
9	116354911	116355536	626	68	621
1	60097166	60097763	598	68	622
12	117074618	117075314	697	68	623
11	67848954	67849552	599	68	624
19	46804034	46804664	631	68	625
4	153743411	153744054	644	68	626
6	92216139	92216752	614	68	627
12	73447551	73448157	607	68	628
13	110228520	110229151	632	68	629
13	105026720	105027370	651	68	630
17	67551244	67551844	601	68	631
16	79917206	79917904	699	68	632
5	158613180	158613873	694	68	633
19	51574166	51574814	649	68	634
20	4918032	4918755	724	68	635
6	160558152	160558727	576	68	636
X	74847662	74848198	537	68	637
1	246771898	246772544	647	67	638
10	114092173	114092904	732	67	639
1	8130872	8131472	601	67	640
1	19840901	19841522	622	67	641
1	79353429	79354013	585	67	642
1	222796047	222796722	676	67	643
1	240046793	240047408	616	67	644
10	8186356	8187048	693	67	645
10	61060059	61060654	596	67	646
10	129907854	129908589	736	67	647
11	15553952	15554633	682	67	648
11	58693634	58694317	684	67	649
11	108477284	108477995	712	67	650
12	32420854	32421488	635	67	651
13	95920187	95920807	621	67	652
13	109600426	109601101	676	67	653
14	35018049	35018676	628	67	654
14	84908804	84909411	608	67	655
14	93186057	93186749	693	67	656
15	48308969	48309493	525	67	657
15	52303708	52304455	748	67	658
17	35525584	35526244	661	67	659
17	60803076	60803694	619	67	660
18	56720444	56721070	627	67	661
18	65896194	65897050	857	67	662
2	16998981	16999619	639	67	663
2	65330361	65331043	683	67	664
2	184108919	184109529	611	67	665
21	38160392	38161145	754	67	666
1	204057993	204058695	703	67	667
22	30812795	30813536	742	67	668
3	55451169	55451786	618	67	669
3	62082717	62083415	699	67	670
11	68419133	68419801	669	67	671
3	117304886	117305550	665	67	672
4	10498053	10498655	603	67	673
11	102183208	102183930	723	67	674
4	31417150	31417775	626	67	675
6	33689221	33689940	720	67	676
13	110637086	110637676	591	67	677
6	117243988	117244548	561	67	678
6	137368065	137368702	638	67	679
6	151348227	151348974	748	67	680
6	169234847	169235490	644	67	681
7	20633470	20634077	608	67	682
7	69326121	69326681	561	67	683
7	107257523	107258325	803	67	684
8	22877455	22878059	605	67	685
8	69766575	69767189	615	67	686
9	88660760	88661513	754	67	687
Y	14841498	14842139	642	67	688
15	93197234	93197861	628	67	689
17	69906065	69906749	685	67	690
3	131937662	131938295	634	67	691
5	54865073	54865781	709	67	692
5	72840273	72840907	635	67	693
13	95923540	95924294	755	67	694
15	54389114	54389722	609	67	695
16	23434729	23435306	578	67	696
17	7959680	7960509	830	67	697
17	80067879	80068623	745	67	698
1	36705301	36706095	795	67	699
15	46251076	46251764	689	67	700
2	23631144	23631724	581	67	701
2	28969293	28969903	611	67	702
20	14189500	14190096	597	67	703
7	80513821	80514521	701	67	704
3	9236123	9236786	664	67	705
1	18790745	18791494	750	66	706
1	229357152	229357908	757	66	707
1	36734750	36735468	719	66	708
1	36762529	36763193	665	66	709
1	169537601	169538201	601	66	710
1	234182713	234183358	646	66	711
10	4100890	4101506	617	66	712
10	77811072	77811690	619	66	713
10	79047352	79047973	622	66	714
11	7643869	7644534	666	66	715
11	12091837	12092485	649	66	716
11	95380324	95380979	656	66	717
12	57153122	57153775	654	66	718
12	92424370	92424980	611	66	719
12	117476015	117476670	656	66	720
12	118779904	118780619	716	66	721
13	26070620	26071237	618	66	722
13	110382790	110383426	637	66	723
14	50108452	50109036	585	66	724
16	52754804	52755436	633	66	725
17	47468252	47468947	696	66	726
2	3871344	3871943	600	66	727
2	149634893	149635524	632	66	728
20	8199976	8200603	628	66	729
20	19505111	19505769	659	66	730
20	36618009	36619455	1447	66	731
22	41354301	41354929	629	66	732
3	42465633	42466366	734	66	733
3	155675012	155675787	776	66	734
3	188358719	188359436	718	66	735
4	88964050	88964634	585	66	736
5	30605694	30606294	601	66	737
5	94977423	94978036	614	66	738
6	22821852	22822440	589	66	739
6	25447404	25448077	674	66	740
6	132607725	132608402	678	66	741
7	29270242	29270829	588	66	742
7	82169421	82170025	605	66	743
1	154390601	154391251	651	66	744
7	107491322	107491976	655	66	745
8	38858631	38859209	579	66	746
8	143758648	143759278	631	66	747
9	72117713	72118363	651	66	748
11	60925910	60926726	817	66	749
12	115351922	115352620	699	66	750
2	80019142	80019759	618	66	751
2	220263516	220264119	604	66	752
20	31779162	31779826	665	66	753
9	73034711	73035410	700	66	754
9	117670263	117670916	654	66	755
13	33687943	33688670	728	66	756
1	207205029	207205668	640	66	757
13	109632574	109633147	574	66	758
5	28880981	28881631	651	66	759
7	92431625	92432231	607	66	760
19	53946615	53947431	817	66	761
9	104967310	104968111	802	66	762
2	85648393	85649131	739	66	763
2	114466517	114467193	677	66	764
22	18120587	18121381	795	66	765
3	186732297	186732934	638	66	766
4	98545333	98545941	609	66	767
5	34051280	34052073	794	66	768
5	71146623	71147060	438	66	769
5	113681773	113682430	658	66	770
6	49635743	49636452	710	66	771
7	103825621	103826279	659	66	772
8	29781075	29781682	608	66	773
1	25785259	25785979	721	65	774
1	30179045	30179672	628	65	775
1	78262222	78262854	633	65	776
1	175201409	175202104	696	65	777
1	208471972	208472579	608	65	778
1	228863945	228864629	685	65	779
1	234243245	234243947	703	65	780
10	21184522	21185162	641	65	781
11	121170974	121171584	611	65	782
13	21607576	21608243	668	65	783
13	45444565	45445227	663	65	784
14	80885604	80886199	596	65	785
15	63345258	63345905	648	65	786
2	28884302	28884919	618	65	787
2	74101155	74101929	775	65	788
2	194137664	194138279	616	65	789
2	217957261	217957893	633	65	790
2	235961469	235962165	697	65	791
21	40322497	40323161	665	65	792
3	68985899	68986521	623	65	793
3	82105323	82105933	611	65	794
3	177017750	177018418	669	65	795
4	89521281	89522134	854	65	796
4	95544403	95545037	635	65	797
5	38666888	38667523	636	65	798
5	79920880	79921547	668	65	799
6	35569490	35570235	746	65	800
6	138813952	138814586	635	65	801
7	40279170	40279923	754	65	802
7	69061021	69061629	609	65	803
8	23477877	23478639	763	65	804
8	125213775	125214425	651	65	805
9	571110	571736	627	65	806
9	73878277	73878913	637	65	807
9	74912285	74912861	577	65	808
9	134818711	134819378	668	65	809
1	229409397	229410045	649	65	810
10	25459406	25460035	630	65	811
11	58792408	58793220	813	65	812
11	61462806	61463493	688	65	813
17	54885825	54886409	585	65	814
18	41514890	41515556	667	65	815
18	55755635	55756422	788	65	816
2	61242924	61243707	784	65	817
4	156366386	156366961	576	65	818
15	27790641	27791284	644	65	819
15	45185671	45186351	681	65	820
15	70660584	70661256	673	65	821
1	15064695	15065316	622	65	822
15	58033188	58033800	613	65	823
5	33487280	33487994	715	65	824
5	58676438	58677031	594	65	825
5	165489607	165490186	580	65	826
6	53569306	53569998	693	65	827
9	111551910	111552563	654	65	828
2	135597099	135597743	645	65	829
4	70922185	70922787	603	65	830
6	106551388	106552043	656	65	831
7	47509825	47510725	901	65	832
8	122336995	122337593	599	65	833
10	8179600	8180206	607	64	834
10	90248836	90249506	671	64	835
11	48063384	48064056	673	64	836
11	96050834	96051412	579	64	837
1	5787243	5787845	603	64	838
1	21658508	21659102	595	64	839
1	171313151	171313802	652	64	840
1	180497779	180498497	719	64	841
10	22755700	22756356	657	64	842
10	34758259	34758922	664	64	843
11	26039634	26040317	684	64	844
11	65953829	65954456	628	64	845
11	85773679	85774222	544	64	846
12	75522909	75523569	661	64	847
15	73189718	73190370	653	64	848
16	12006689	12007288	600	64	849
17	8057479	8058115	637	64	850
17	25574294	25574965	672	64	851
19	35921111	35921814	704	64	852
2	85935694	85936326	633	64	853
2	218204793	218205515	723	64	854
2	224815394	224816111	718	64	855
20	32199788	32200432	645	64	856
3	5392328	5392975	648	64	857
3	10470000	10470649	650	64	858
3	187754025	187754833	809	64	859
3	190478669	190479297	629	64	860
5	127652673	127653288	616	64	861
5	179110801	179111436	636	64	862
6	3310836	3311443	608	64	863
6	8559093	8559815	723	64	864
6	106126239	106126867	629	64	865
7	11268120	11268681	562	64	866
7	11682420	11683075	656	64	867
7	122348720	122349325	606	64	868
8	108350843	108351525	683	64	869
9	110217682	110218511	830	64	870
2	71927217	71927794	578	64	871
21	27510825	27511439	615	64	872
